sentence,label
word_101 word_220 word_122 word_57 word_163 word_286 word_265 word_99 word_211 word_201 word_285 word_12 word_297,1
word_204 word_246 word_162 word_227 word_37 word_293 word_13 word_214 word_273 word_157 word_101 word_3 word_133 word_204 word_157,1
word_110 word_259 word_214 word_202 word_187 word_5 word_5 word_5 word_283 word_99 word_118 word_181 word_100,0
word_276 word_164 word_207 word_8 word_64 word_247 word_192 word_294 word_163 word_135 word_197 word_214 word_221 word_18 word_213,0
word_282 word_226 word_253 word_278 word_124 word_15 word_271 word_201 word_200 word_87 word_287 word_253 word_124 word_153 word_91,1
word_161 word_211 word_92 word_263 word_131 word_181 word_152 word_123 word_232 word_0 word_263 word_103 word_274 word_225,0
word_19 word_33 word_196 word_14 word_296 word_50 word_260 word_101 word_51 word_103 word_59 word_178 word_88,1
word_272 word_251 word_91 word_104 word_157 word_149 word_270 word_92 word_269 word_218 word_149 word_29 word_43,1
word_32 word_92 word_12 word_49 word_294 word_133 word_170 word_278,1
word_70 word_196 word_135 word_83 word_175 word_121 word_271 word_253 word_242,1
word_287 word_286 word_39 word_289 word_289 word_94 word_105 word_216 word_158 word_34,0
word_100 word_227 word_186 word_243 word_219 word_210 word_228 word_130 word_272 word_237 word_288 word_201,1
word_65 word_52 word_298 word_122 word_78 word_65 word_148,1
word_236 word_255 word_150 word_253 word_14,0
word_119 word_12 word_148 word_279 word_132 word_245 word_248 word_91 word_64 word_245 word_260 word_165 word_65 word_225 word_147,0
word_14 word_147 word_175 word_299 word_165 word_169 word_0 word_35 word_246,0
word_262 word_105 word_105 word_32 word_7 word_285 word_107 word_268 word_56,1
word_103 word_162 word_61 word_287 word_143 word_216 word_36 word_159 word_254 word_120 word_199,1
word_211 word_51 word_172 word_243 word_255 word_76 word_224 word_158 word_32 word_288 word_273 word_128 word_21 word_137 word_24,0
word_264 word_28 word_19 word_227 word_212 word_27 word_64 word_161 word_37 word_204,1
word_275 word_72 word_108 word_192 word_162 word_160 word_172 word_165 word_130 word_112 word_240 word_39 word_163 word_166,1
word_108 word_181 word_158 word_191 word_73 word_52 word_86,1
word_171 word_36 word_238 word_163 word_210 word_35,1
word_149 word_257 word_81 word_69 word_264 word_43 word_43 word_247 word_150 word_151 word_112,0
word_222 word_34 word_217 word_187 word_68 word_162 word_279 word_256 word_250 word_20 word_197 word_221 word_137 word_266,1
word_248 word_159 word_25 word_35 word_192,1
word_178 word_277 word_255 word_60 word_252 word_34 word_139,0
word_179 word_289 word_195 word_66 word_72 word_20 word_190 word_148 word_93 word_124 word_114 word_90 word_42 word_153 word_97,1
word_287 word_299 word_280 word_229 word_27 word_274 word_126 word_165 word_220 word_48 word_171 word_148 word_61 word_106,1
word_215 word_242 word_23 word_216 word_238 word_0 word_135 word_52 word_291,1
word_203 word_30 word_266 word_2 word_88 word_285 word_75,1
word_5 word_187 word_107 word_30 word_159 word_64 word_173 word_142 word_253 word_264 word_252,1
word_153 word_277 word_277 word_238 word_162 word_246 word_10 word_246 word_187,0
word_153 word_263 word_249 word_179 word_155 word_247 word_64 word_27 word_69 word_292 word_48 word_228 word_13,1
word_169 word_247 word_245 word_250 word_147,1
word_220 word_164 word_17 word_186 word_125 word_100,1
word_296 word_115 word_52 word_263 word_235 word_2 word_48 word_299,1
word_59 word_111 word_195 word_150 word_155 word_131 word_219 word_179 word_292 word_130 word_58,1
word_99 word_53 word_172 word_176 word_59 word_57 word_197 word_115 word_106 word_258 word_38,0
word_64 word_298 word_109 word_80 word_199 word_235 word_181 word_162,1
word_78 word_95 word_206 word_97 word_27 word_171,1
word_0 word_234 word_85 word_258 word_215 word_1 word_126 word_146 word_295 word_298 word_206 word_78 word_222 word_206 word_187,1
word_200 word_189 word_172 word_51 word_19 word_79 word_280 word_169 word_295 word_172 word_268 word_176 word_6,0
word_197 word_61 word_194 word_145 word_200 word_57 word_26 word_241 word_84 word_246 word_191,1
word_209 word_18 word_118 word_174 word_225 word_2 word_73 word_75 word_145 word_195,1
word_287 word_147 word_131 word_156 word_181 word_67 word_137 word_230 word_286 word_18 word_50 word_275 word_225 word_255,1
word_75 word_285 word_150 word_153 word_247 word_132 word_132,1
word_296 word_232 word_242 word_15 word_128 word_170 word_189 word_50 word_37 word_266,1
word_70 word_156 word_72 word_293 word_194 word_174 word_258 word_52 word_298 word_238 word_70 word_130 word_165,1
word_76 word_297 word_261 word_15 word_23 word_277 word_175 word_42 word_219 word_198 word_2,0
word_108 word_142 word_58 word_100 word_86 word_197 word_290 word_106 word_147 word_30 word_137 word_65 word_221 word_91,0
word_123 word_44 word_87 word_179 word_114 word_192 word_92 word_19 word_159 word_70 word_5 word_234 word_71,1
word_235 word_151 word_270 word_120 word_34 word_74 word_286 word_2 word_216 word_76 word_70 word_261 word_120 word_131 word_124,0
word_226 word_299 word_40 word_254 word_58 word_161 word_32 word_232 word_182,0
word_34 word_184 word_198 word_181 word_129 word_4 word_182 word_13 word_260 word_81 word_129 word_166,1
word_197 word_33 word_128 word_51 word_209 word_179 word_30 word_156 word_218 word_102 word_171,1
word_150 word_25 word_195 word_95 word_210 word_115 word_224,1
word_126 word_208 word_180 word_91 word_125,0
word_191 word_220 word_244 word_254 word_92,0
word_200 word_242 word_91 word_101 word_79 word_149,0
word_225 word_165 word_258 word_106 word_141 word_35 word_58,0
word_30 word_98 word_26 word_213 word_36 word_259,1
word_276 word_164 word_32 word_21 word_253 word_245 word_102,0
word_231 word_272 word_259 word_299 word_43,1
word_22 word_44 word_246 word_181 word_186 word_34 word_109 word_46 word_161 word_16 word_26 word_217,0
word_17 word_144 word_71 word_20 word_273 word_114,0
word_31 word_15 word_14 word_227 word_262 word_86 word_73 word_197 word_275 word_192,1
word_82 word_172 word_39 word_239 word_218 word_295 word_184 word_42 word_245 word_78 word_238 word_216 word_0 word_130,0
word_150 word_231 word_174 word_275 word_10 word_35 word_30 word_69 word_215 word_113 word_223 word_225 word_293,0
word_5 word_65 word_49 word_149 word_170 word_32 word_292 word_121 word_212 word_222 word_278 word_139,0
word_197 word_189 word_231 word_64 word_197 word_0 word_170 word_278 word_101 word_265 word_26,0
word_215 word_267 word_190 word_60 word_52 word_166 word_150 word_170,1
word_107 word_7 word_228 word_272 word_0 word_168 word_291 word_20 word_162 word_138 word_166 word_54 word_183,0
word_198 word_13 word_215 word_264 word_244 word_226,0
word_77 word_222 word_292 word_182 word_187 word_287 word_22 word_68 word_109 word_18 word_245 word_226 word_279 word_53,1
word_234 word_41 word_227 word_169 word_268 word_274 word_231 word_55 word_119 word_211 word_169 word_9 word_198 word_204 word_95,0
word_101 word_266 word_186 word_187 word_8 word_72 word_242 word_176 word_228 word_135 word_197 word_77,0
word_147 word_257 word_210 word_105 word_33 word_289 word_38 word_227 word_33 word_286 word_80 word_208 word_269 word_130 word_293,1
word_137 word_229 word_243 word_251 word_273 word_290 word_269 word_55 word_264 word_123,1
word_129 word_271 word_71 word_8 word_255,1
word_166 word_188 word_51 word_105 word_187 word_211 word_199 word_40 word_125 word_281,1
word_185 word_231 word_203 word_258 word_269 word_295 word_116 word_76 word_180 word_274 word_273 word_254 word_151 word_256 word_220,0
word_178 word_286 word_287 word_221 word_208 word_76,1
word_47 word_279 word_215 word_37 word_57 word_295 word_194,1
word_286 word_223 word_283 word_160 word_35 word_133 word_136 word_160 word_92 word_263 word_49 word_93 word_263 word_276,1
word_96 word_298 word_292 word_250 word_246 word_282 word_35 word_161 word_275 word_135 word_86 word_278 word_178,1
word_40 word_286 word_216 word_36 word_66 word_283 word_155 word_118 word_12 word_2 word_48 word_43 word_236 word_94,1
word_291 word_137 word_251 word_191 word_127 word_281 word_165 word_31 word_76 word_143 word_5 word_133 word_49 word_34 word_277,0
word_40 word_229 word_184 word_203 word_18 word_234 word_3 word_295 word_202 word_100 word_151 word_293 word_29,1
word_50 word_32 word_271 word_221 word_92 word_192 word_75 word_133 word_209 word_97,1
word_261 word_170 word_26 word_168 word_40 word_180 word_36 word_288 word_36 word_237,1
word_113 word_238 word_131 word_146 word_169 word_99 word_173 word_10 word_141 word_19,0
word_80 word_225 word_217 word_160 word_242 word_194 word_242 word_47 word_42 word_235 word_73 word_137 word_175 word_158,1
word_49 word_286 word_53 word_18 word_228 word_245 word_72 word_126 word_164 word_136 word_18 word_129,0
word_232 word_29 word_65 word_67 word_32 word_217 word_208 word_95,1
word_72 word_191 word_48 word_146 word_234 word_65 word_186 word_232 word_276 word_280 word_280 word_96,1
word_265 word_136 word_16 word_79 word_264 word_268 word_241 word_266 word_262 word_28 word_149 word_63 word_140 word_262 word_234,1
word_6 word_24 word_77 word_276 word_235 word_246 word_151 word_69 word_189 word_242 word_297 word_241 word_214 word_182 word_4,1
word_129 word_177 word_289 word_155 word_206 word_74 word_150,0
word_193 word_231 word_216 word_192 word_182 word_208 word_24,0
word_220 word_102 word_53 word_179 word_232,0
word_75 word_101 word_79 word_137 word_58 word_124 word_73 word_211 word_232 word_102 word_211 word_152 word_19 word_237 word_22,1
word_12 word_42 word_259 word_24 word_284 word_119 word_249 word_238 word_250 word_281 word_105 word_21 word_66 word_85,1
word_75 word_57 word_198 word_17 word_269 word_44 word_104 word_193 word_236 word_161 word_208 word_141 word_187 word_153 word_109,0
word_48 word_216 word_221 word_214 word_206 word_230 word_4 word_261 word_221 word_192 word_27 word_239 word_7 word_24,0
word_16 word_115 word_3 word_39 word_172 word_8 word_205 word_244 word_258 word_46 word_120,0
word_128 word_275 word_153 word_249 word_8 word_284 word_298,0
word_80 word_170 word_38 word_66 word_52 word_23 word_259 word_72 word_159 word_16 word_135 word_25 word_284 word_60 word_235,0
word_20 word_218 word_120 word_27 word_41 word_175 word_159,1
word_132 word_182 word_117 word_174 word_104 word_65 word_269 word_194 word_177 word_243 word_83 word_48 word_299,1
word_135 word_122 word_106 word_114 word_95 word_226,1
word_55 word_196 word_167 word_54 word_8 word_108 word_200 word_226 word_156 word_56,1
word_126 word_66 word_243 word_262 word_43 word_127 word_202 word_95 word_25 word_127 word_92 word_138 word_295,0
word_56 word_18 word_203 word_74 word_100 word_22 word_103,1
word_115 word_292 word_147 word_21 word_232 word_99 word_229 word_286 word_129 word_170,1
word_209 word_120 word_35 word_263 word_168 word_158,1
word_153 word_259 word_54 word_283 word_86 word_248 word_8 word_268,0
word_181 word_72 word_259 word_97 word_132 word_128 word_20 word_239 word_243 word_222,0
word_267 word_153 word_96 word_119 word_69,0
word_119 word_180 word_129 word_168 word_34 word_288 word_61 word_271 word_27 word_17,0
word_167 word_239 word_89 word_9 word_43,0
word_7 word_199 word_78 word_95 word_67 word_76 word_70 word_293 word_55 word_291 word_239 word_85 word_161,1
word_77 word_22 word_251 word_290 word_66 word_202 word_38 word_100 word_291 word_234 word_141,0
word_220 word_201 word_96 word_13 word_248 word_66 word_267,1
word_103 word_245 word_150 word_239 word_172 word_61 word_186 word_97 word_225 word_116 word_282 word_177 word_82,1
word_217 word_226 word_214 word_112 word_149 word_261 word_30 word_236 word_105 word_123 word_219,0
word_270 word_140 word_225 word_294 word_156 word_219 word_26,0
word_265 word_238 word_290 word_144 word_107 word_62 word_40 word_299 word_93,0
word_4 word_50 word_42 word_294 word_219 word_114 word_175 word_16 word_78 word_80 word_147 word_274,1
word_37 word_113 word_262 word_225 word_195 word_180 word_66 word_280 word_130 word_282 word_109 word_217 word_96 word_47 word_27,1
word_265 word_158 word_203 word_72 word_125 word_93 word_248 word_234 word_207 word_69 word_183 word_113 word_143 word_97 word_274,1
word_98 word_240 word_275 word_225 word_183 word_202 word_272 word_22 word_163 word_58 word_144,0
word_283 word_242 word_97 word_47 word_75,0
word_32 word_252 word_155 word_285 word_164 word_159 word_110 word_177 word_185 word_70 word_178 word_235 word_25,0
word_100 word_48 word_62 word_77 word_88 word_153 word_146 word_105 word_211,1
word_298 word_19 word_239 word_117 word_87 word_262 word_161 word_170 word_14 word_128,1
word_171 word_198 word_291 word_249 word_235 word_18 word_87 word_15 word_115 word_256 word_279 word_187 word_6,1
word_191 word_198 word_289 word_212 word_75 word_264 word_277 word_55 word_194 word_164,1
word_73 word_117 word_277 word_196 word_1 word_80 word_205 word_131 word_90 word_115 word_37 word_51,1
word_10 word_121 word_58 word_76 word_280 word_85 word_170,0
word_243 word_100 word_147 word_242 word_251 word_18 word_21,0
word_144 word_23 word_299 word_237 word_200 word_269 word_89 word_42 word_194 word_18 word_254 word_108,0
word_238 word_280 word_217 word_127 word_266 word_267 word_137 word_45 word_32 word_47 word_289 word_86 word_16,0
word_115 word_181 word_173 word_242 word_67 word_46 word_190 word_242 word_184 word_170 word_63 word_96 word_204,1
word_262 word_293 word_217 word_225 word_265 word_281 word_1 word_173 word_159 word_130,0
word_277 word_96 word_24 word_265 word_172 word_26 word_92 word_90 word_123 word_216 word_53 word_226,0
word_93 word_181 word_30 word_178 word_75 word_254 word_69 word_32 word_133 word_245 word_296 word_267 word_247 word_45 word_133,0
word_97 word_60 word_283 word_89 word_39 word_137 word_191 word_164 word_80 word_203 word_137 word_135 word_265 word_119 word_90,1
word_225 word_64 word_165 word_107 word_253 word_214 word_167 word_238 word_177,0
word_32 word_54 word_71 word_192 word_72 word_171 word_168 word_210 word_252 word_10 word_200 word_209 word_111 word_181 word_237,1
word_264 word_6 word_177 word_195 word_129 word_156 word_15 word_241 word_239 word_124 word_56 word_188 word_142 word_229 word_218,1
word_251 word_5 word_177 word_109 word_197,1
word_65 word_32 word_95 word_201 word_238 word_32 word_270,0
word_143 word_237 word_204 word_161 word_100 word_214 word_123 word_29,0
word_225 word_142 word_8 word_120 word_9 word_219 word_79 word_158 word_218,1
word_144 word_182 word_245 word_123 word_178 word_88 word_281 word_86 word_104,1
word_282 word_286 word_33 word_179 word_158,0
word_256 word_136 word_66 word_189 word_45 word_40 word_258 word_32 word_229 word_192 word_172 word_91 word_61 word_51,1
word_179 word_222 word_283 word_269 word_178,0
word_206 word_56 word_101 word_105 word_195 word_180 word_232 word_257 word_171 word_221,0
word_197 word_41 word_16 word_224 word_178 word_162 word_109 word_275 word_226 word_259 word_36 word_23 word_204,1
word_139 word_234 word_77 word_59 word_100 word_68 word_51 word_163 word_67 word_129 word_147,0
word_11 word_61 word_200 word_65 word_5 word_133 word_135 word_164 word_294 word_142 word_25 word_279 word_299 word_273,1
word_75 word_122 word_269 word_101 word_176 word_111 word_180 word_17 word_76 word_280,0
word_206 word_142 word_262 word_3 word_203 word_139 word_104,0
word_83 word_169 word_152 word_51 word_93 word_5 word_26 word_157 word_79 word_35 word_177 word_20 word_94 word_103,1
word_272 word_232 word_54 word_50 word_251 word_150 word_85 word_39 word_124 word_81 word_164 word_27,0
word_37 word_193 word_278 word_268 word_167 word_129 word_245 word_254 word_132 word_34 word_12 word_103 word_109 word_218 word_293,1
